pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CU,7/30/15,83.3,-2.8,6.13,"Arrieta, Jake",460075,453562,,ball,,,,,14,"Ryan Braun singles on a sharp ground ball to shortstop Starlin Castro, deflected by pitcher Jake Arrieta.   Jonathan Lucroy scores.",R,R,R,MIL,CHC,B,,,1,2,2015,0.89,-1.22,1.19,-1.7,,518960,,0,3,Bot,,,,,424325,,150730_200822,8.032,-120.687,-9.67,6.756,26.547,-41.988,3.66,1.69,,,,82.1,2688,6.1,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,24,4,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,,0.028,0.054
SI,7/30/15,94.1,-3.03,6.08,"Arrieta, Jake",460075,453562,,foul,,,,,4,"Ryan Braun singles on a sharp ground ball to shortstop Starlin Castro, deflected by pitcher Jake Arrieta.   Jonathan Lucroy scores.",R,R,R,MIL,CHC,S,,,1,1,2015,-1.15,0.92,-0.69,2.77,,518960,,0,3,Bot,,,,,424325,,150730_200750,9.333,-136.609,-5.17,-16.432,33.389,-19.91,3.66,1.69,,,,94,2234,6.7,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,24,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,,0,-0.077
FF,7/30/15,95.7,-3,6.21,"Arrieta, Jake",460075,453562,,foul,,,,,11,"Ryan Braun singles on a sharp ground ball to shortstop Starlin Castro, deflected by pitcher Jake Arrieta.   Jonathan Lucroy scores.",R,R,R,MIL,CHC,S,,,1,0,2015,-0.78,1.17,-0.9,3.6,,518960,,0,3,Bot,,,,,424325,,150730_200723,7.877,-138.993,-4.143,-11.76,32.246,-16.566,3.66,1.69,,,,95.5,2429,6.4,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,24,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,,0,-0.05
SI,7/30/15,95.4,-2.94,6.2,"Arrieta, Jake",460075,453562,,ball,,,,,2,"Ryan Braun singles on a sharp ground ball to shortstop Starlin Castro, deflected by pitcher Jake Arrieta.   Jonathan Lucroy scores.",R,R,R,MIL,CHC,B,,,0,0,2015,-0.85,1.02,-0.01,3.43,,518960,,0,3,Bot,,,,,424325,,150730_200702,10.394,-138.437,-4.122,-13.199,32.953,-18.613,3.66,1.69,,,,95.5,2384,6.7,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,24,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,,0,0.036
CU,7/30/15,80.7,-3.05,6.52,"Arrieta, Jake",518960,453562,double,hit_into_play,,,,,2,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,X,7,line_drive,3,2,2015,1.25,-1.25,-0.08,3.06,,467827,,0,3,Bot,46.64,71.47,,,424325,,150730_200601,4.604,-117.314,1.612,10.244,25.719,-44.017,3.57,1.57,327,105.9,16,79.8,2594,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.653,0.81,1.25,1,1,1,5,23,8,Curveball,0,0,0,0,0,1,1,0,Standard,Standard,,0.106,0.92
CU,7/30/15,82.2,-2.74,6.28,"Arrieta, Jake",518960,453562,,blocked_ball,,,,,14,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,B,,,2,2,2015,0.79,-1.31,1.67,-0.33,,,467827,0,3,Bot,,,,,424325,,150730_200517,9.171,-119.154,-6.22,5.405,25.419,-43.299,3.48,1.57,,,,81.2,1070,6.1,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,23,7,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0.029,0.144
SI,7/30/15,95.9,-2.76,6.06,"Arrieta, Jake",518960,453562,,foul,,,,,13,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,S,,,2,2,2015,-1.05,0.9,-0.86,1.39,,,467827,0,3,Bot,,,,,424325,,150730_200416,8.007,-139.078,-9.338,-15.375,34.381,-18.652,3.57,1.57,,,,94.9,2279,6.3,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,23,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0
SL,7/30/15,92,-3.19,6.17,"Arrieta, Jake",518960,453562,,foul,,,,,3,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,S,,,2,2,2015,0.69,0.39,0.31,3.16,,,467827,0,3,Bot,,,,,424325,,150730_200318,8.008,-133.767,-2.84,6.604,26.811,-27.155,3.57,1.57,307,87.7,36,91.8,2535,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,23,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,0
SL,7/30/15,92.9,-3.13,6.16,"Arrieta, Jake",518960,453562,,called_strike,,,,,4,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,S,,,2,1,2015,1.03,0.5,-0.72,2.36,,,467827,0,3,Bot,,,,,424325,,150730_200244,4.265,-135.126,-5.451,11.602,28.243,-25.172,3.57,1.57,,,,92.7,2486,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,23,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.1
SI,7/30/15,94.7,-2.7,6.25,"Arrieta, Jake",518960,453562,,ball,,,,,12,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,B,,,1,1,2015,-1.01,0.71,1.01,2.92,,,467827,0,3,Bot,,,,,424325,,150730_200215,12.877,-137.164,-4.923,-15.246,28.155,-22.539,3.57,1.57,,,,95.1,2272,6.7,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,23,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.067
FF,7/30/15,96,-2.74,6.29,"Arrieta, Jake",518960,453562,,foul,,,,,1,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,S,,,1,0,2015,-0.73,1.16,-0.61,3.1,,,467827,0,3,Bot,,,,,424325,,150730_200140,7.88,-139.469,-5.927,-11.06,28.502,-16.073,3.57,1.57,,,,96.5,2197,6.6,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,23,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.06
SI,7/30/15,95.9,-2.92,6.33,"Arrieta, Jake",518960,453562,,ball,,,,,2,Jonathan Lucroy doubles (12) on a sharp line drive to left fielder Kyle Schwarber.   Gerardo Parra scores.,R,R,R,MIL,CHC,B,,,0,0,2015,-0.84,0.95,-0.17,3.48,,,467827,0,3,Bot,,,,,424325,,150730_200113,9.939,-139.133,-4.342,-12.978,29.707,-19.214,3.57,1.57,,,,96,2299,6.5,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,23,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.051
CU,7/30/15,80.4,-2.91,6.68,"Arrieta, Jake",467827,453562,single,hit_into_play,,,,,5,Gerardo Parra singles on a ground ball to center fielder Dexter Fowler.,R,L,R,MIL,CHC,X,8,ground_ball,0,0,2015,1.21,-1.22,-0.17,2.52,,,,0,3,Bot,138.71,98.12,,,424325,,150730_200023,4.139,-116.983,-0.22,10.169,22.191,-43.437,3.3,1.51,19,92.8,-6,79.5,2773,5.8,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.213,0.192,0.9,1,1,0,2,22,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0.04,0.374
SL,7/30/15,90.2,-3.04,6.33,"Arrieta, Jake",519076,453562,field_out,hit_into_play,,,,,4,Jimmy Nelson lines out to center fielder Dexter Fowler.,R,R,R,MIL,CHC,X,8,line_drive,1,1,2015,0.64,0.48,-0.37,2.67,501981,571697,541650,2,2,Bot,139.31,65.42,,,424325,,150730_194632,5.735,-131.143,-4.531,6.35,24.337,-26.016,3.57,1.68,353,93.4,24,90.9,2475,6.5,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.2,0.283,0,1,0,0,3,17,3,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,,-0.075,-0.759
FF,7/30/15,94,-2.9,6.37,"Arrieta, Jake",519076,453562,,foul,,,,,1,Jimmy Nelson lines out to center fielder Dexter Fowler.,R,R,R,MIL,CHC,S,,,1,0,2015,0.17,1.14,-0.56,3.42,501981,571697,541650,2,2,Bot,,,,,424325,,150730_194607,6.179,-136.581,-4.798,0.837,27.969,-17.26,3.57,1.68,,,,93.8,2317,6.1,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,17,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,,0,-0.142
SI,7/30/15,95.5,-2.66,6.18,"Arrieta, Jake",519076,453562,,ball,,,,,13,Jimmy Nelson lines out to center fielder Dexter Fowler.,R,R,R,MIL,CHC,B,,,0,0,2015,-1.31,0.8,-0.2,1.13,501981,571697,541650,2,2,Bot,,,,,424325,,150730_194544,10.15,-138.288,-10.097,-18.882,32.708,-19.983,3.6,1.68,,,,94.9,2320,6.4,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,17,1,Sinker,0,0,0,0,0,0,0,0,Strategic,Strategic,,0,0.146
IN,7/30/15,83.7,-1.92,6.88,"Arrieta, Jake",541650,453562,intent_walk,intent_ball,,,,,12,Jake Arrieta intentionally walks Hernan Perez.,R,R,R,MIL,CHC,B,,,3,0,2015,-0.25,1.56,3.68,5.2,501981,571697,,2,2,Bot,,,,,424325,,150730_194509,14.472,-120.992,-0.473,-5.024,21.388,-17.05,3.56,1.67,,,,83.6,2045,6.3,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,0,0,0,0,,16,4,Intentional Ball,0,0,0,0,0,0,0,0,Strategic,Standard,,0.015,
IN,7/30/15,85.1,-1.67,6.7,"Arrieta, Jake",541650,453562,,intent_ball,,,,,12,Jake Arrieta intentionally walks Hernan Perez.,R,R,R,MIL,CHC,B,,,2,0,2015,-0.21,1.36,5.05,3.5,501981,571697,,2,2,Bot,,,,,424325,,150730_194458,17.438,-122.649,-4.013,-5.565,24.305,-18.065,3.64,1.75,,,,84.6,2079,6.5,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,16,3,Intentional Ball,0,0,0,0,0,0,0,0,Strategic,Standard,,0,
IN,7/30/15,83.9,-1.82,6.92,"Arrieta, Jake",541650,453562,,intent_ball,,,,,12,Jake Arrieta intentionally walks Hernan Perez.,R,R,R,MIL,CHC,B,,,1,0,2015,-0.56,1.37,4.06,5.06,501981,571697,,2,2,Bot,,,,,424325,,150730_194447,15.83,-121.082,-0.464,-8.603,24.492,-19.039,3.45,1.61,,,,82.6,2021,6,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,16,2,Intentional Ball,0,0,0,0,0,0,0,0,Strategic,Standard,,0,
IN,7/30/15,81.6,-1.73,6.93,"Arrieta, Jake",541650,453562,,intent_ball,,,,,12,Jake Arrieta intentionally walks Hernan Perez.,R,R,R,MIL,CHC,B,,,0,0,2015,-0.37,1.6,5.14,4.82,501981,571697,,2,2,Bot,,,,,424325,,150730_194437,17.401,-117.566,-1.126,-6.7,22.428,-17.512,3.45,1.61,,,,80.9,1998,6.4,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,16,1,Intentional Ball,0,0,0,0,0,0,0,0,Strategic,Standard,,0,
FF,7/30/15,95.6,-2.78,6.24,"Arrieta, Jake",516416,453562,field_out,hit_into_play,,,,,5,"Jean Segura grounds out, second baseman Addison Russell to first baseman Anthony Rizzo.   Khris Davis to 3rd.    Scooter Gennett to 2nd.",R,R,R,MIL,CHC,X,4,ground_ball,0,0,2015,-0.62,1.3,-0.25,2.21,,501981,571697,1,2,Bot,150.21,156.27,,,424325,,150730_194341,8.717,-138.644,-8.5,-9.799,28.884,-14,3.39,1.54,7,95.3,-17,95.8,2270,6.5,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.16,0.164,0,1,0,0,2,15,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,,-0.03,-0.608
FF,7/30/15,95.4,-2.82,6.21,"Arrieta, Jake",571697,453562,single,hit_into_play,,,,,2,Scooter Gennett singles on a line drive to right fielder Jorge Soler.   Khris Davis to 2nd.,R,L,R,MIL,CHC,X,9,line_drive,2,0,2015,-0.62,1.14,0.14,2.91,,,501981,1,2,Bot,184.74,103.57,,,424325,,150730_194254,9.96,-138.454,-6.025,-10.007,29.009,-16.581,3.16,1.45,201,98.9,10,95.3,2230,6.3,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.893,0.85,0.9,1,1,0,4,14,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0.037,0.352
SI,7/30/15,95.2,-2.93,6.02,"Arrieta, Jake",571697,453562,,blocked_ball,,,,,13,Scooter Gennett singles on a line drive to right fielder Jorge Soler.   Khris Davis to 2nd.,R,L,R,MIL,CHC,B,,,1,0,2015,-0.94,0.93,-1.13,0.8,,,501981,1,2,Bot,,,,,424325,,150730_194208,7.362,-138.039,-10.877,-13.461,31.233,-18.193,3.16,1.45,,,,94.4,,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,14,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.069
SI,7/30/15,95.5,-2.81,6.35,"Arrieta, Jake",571697,453562,,ball,,,,,11,Scooter Gennett singles on a line drive to right fielder Jorge Soler.   Khris Davis to 2nd.,R,L,R,MIL,CHC,B,,,0,0,2015,-0.89,0.89,-1.43,2.42,,,501981,1,2,Bot,,,,,424325,,150730_194144,6.112,-138.649,-7.175,-12.764,32.027,-19.493,3.15,1.45,,,,94.6,2274,6,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,14,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.032
SL,7/30/15,89.1,-3.01,6.53,"Arrieta, Jake",501981,453562,walk,ball,,,,,11,Khris Davis walks.,R,R,R,MIL,CHC,B,,,3,2,2015,0.77,0.42,-0.36,4.74,,,,1,2,Bot,,,,,424325,,150730_194106,5.336,-129.666,0.766,7.749,22.241,-27.785,3.48,1.62,,,,89.5,2494,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,0.7,1,0,0,,13,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0.026,0.209
FF,7/30/15,95.5,-2.76,6.21,"Arrieta, Jake",501981,453562,,ball,,,,,12,Khris Davis walks.,R,R,R,MIL,CHC,B,,,2,2,2015,-0.67,1.19,1.48,2.94,,,,1,2,Bot,,,,,424325,,150730_194042,13.699,-138.192,-5.958,-11.601,31.1,-16.075,3.48,1.52,,,,95.5,2314,6.7,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,13,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.064
SL,7/30/15,91.4,-2.9,6.38,"Arrieta, Jake",501981,453562,,swinging_strike,,,,,12,Khris Davis walks.,R,R,R,MIL,CHC,S,,,2,1,2015,0.75,0.26,0.83,2.69,,,,1,2,Bot,,,,,424325,,150730_194019,8.458,-132.799,-4.283,7.084,26.269,-28.446,3.45,1.52,,,,90.9,2472,6,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,13,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.042
CH,7/30/15,88.4,-3,6.4,"Arrieta, Jake",501981,453562,,ball,,,,,11,Khris Davis walks.,R,R,R,MIL,CHC,B,,,1,1,2015,-1.2,0.39,-1.05,3.17,,,,1,2,Bot,,,,,424325,,150730_194001,7.852,-128.48,-2.799,-14.717,25.399,-27.525,3.45,1.52,,,,89.2,2051,6.9,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,13,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.031
CU,7/30/15,81.7,-2.73,6.51,"Arrieta, Jake",501981,453562,,ball,,,,,14,Khris Davis walks.,R,R,R,MIL,CHC,B,,,0,1,2015,1.22,-1.3,1.77,0.84,,,,1,2,Bot,,,,,424325,,150730_193937,8.461,-118.534,-3.941,9.769,22.586,-43.732,3.45,1.46,,,,81.1,2806,6.1,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,13,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.017
SI,7/30/15,95.1,-2.64,6.4,"Arrieta, Jake",501981,453562,,called_strike,,,,,6,Khris Davis walks.,R,R,R,MIL,CHC,S,,,0,0,2015,-0.94,0.93,0.46,2.84,,,,1,2,Bot,,,,,424325,,150730_193916,11.062,-137.851,-6.163,-14.241,28.641,-19.393,3.44,1.54,,,,94.7,2166,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,13,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.025
SI,7/30/15,94.8,-2.58,6.34,"Arrieta, Jake",452252,453562,field_out,hit_into_play,,,,,8,"Adam Lind grounds out, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,L,R,MIL,CHC,X,1,ground_ball,1,1,2015,-1,0.91,-0.25,1.57,,,,0,2,Bot,127.2,182.92,,,424325,,150730_193839,8.979,-137.459,-9.507,-14.416,26.935,-19.062,3.5,1.56,8,80.2,-12,94.3,2239,6,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.087,0.078,0,1,0,0,2,12,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,-0.023,-0.215
SI,7/30/15,93.4,-2.81,6.35,"Arrieta, Jake",452252,453562,,called_strike,,,,,4,"Adam Lind grounds out, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,L,R,MIL,CHC,S,,,1,0,2015,-0.93,0.88,-0.71,2.43,,,,0,2,Bot,,,,,424325,,150730_193822,8.081,-135.696,-6.812,-13.051,26.144,-20.214,3.5,1.56,,,,93.4,2183,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,12,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.042
FF,7/30/15,93.8,-2.82,6.49,"Arrieta, Jake",452252,453562,,ball,,,,,11,"Adam Lind grounds out, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,L,R,MIL,CHC,B,,,0,0,2015,-0.82,1.21,-1.36,3.25,,,,0,2,Bot,,,,,424325,,150730_193807,6.038,-136.279,-5.718,-11.4,28.407,-16.278,3.48,1.56,,,,94.1,2200,6.5,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.033
SI,7/30/15,93.8,-2.89,6.23,"Arrieta, Jake",452252,453562,caught_stealing_2b,ball,,,,,13,"Ryan Braun caught stealing 2nd base, catcher David Ross to shortstop Starlin Castro.",R,L,R,MIL,CHC,B,2,,1,0,2015,-0.81,0.84,-1.21,2.33,,,460075,2,1,Bot,,,,,424325,,150730_192814,6.637,-136.182,-6.69,-11.342,29.16,-20.61,3.39,1.56,,,,93.7,2176,6.4,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,0,0,0,0,,7,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,-0.022,-0.256
SI,7/30/15,93.3,-2.63,6.38,"Arrieta, Jake",452252,453562,,ball,,,,,12,"Ryan Braun caught stealing 2nd base, catcher David Ross to shortstop Starlin Castro.",R,L,R,MIL,CHC,B,,,0,0,2015,-0.75,0.77,1.03,3.22,,,460075,2,1,Bot,,,,,424325,,150730_192753,11.964,-135.406,-4.369,-11.614,27.043,-22.127,3.44,1.56,,,,93.6,1901,6.4,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,7,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.032
CU,7/30/15,80.5,-2.87,6.55,"Arrieta, Jake",460075,453562,walk,ball,,,,,14,Ryan Braun walks.,R,R,R,MIL,CHC,B,,,3,2,2015,1.18,-1.46,0.6,1.15,,,,2,1,Bot,,,,,424325,,150730_192710,5.929,-117.024,-2.707,9.641,21.69,-45.177,3.52,1.58,,,,79.7,1285,5.9,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,0.7,1,0,0,,6,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0.012,0.104
SL,7/30/15,91.9,-3.06,6.19,"Arrieta, Jake",460075,453562,,swinging_strike,,,,,8,Ryan Braun walks.,R,R,R,MIL,CHC,S,,,3,1,2015,0.69,0.23,0.18,1.58,,,,2,1,Bot,,,,,424325,,150730_192634,7.302,-133.464,-6.892,6.918,23.777,-28.366,3.66,1.69,,,,91.9,2503,6.1,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,6,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.032
SI,7/30/15,93.8,-2.86,6.15,"Arrieta, Jake",460075,453562,,called_strike,,,,,8,Ryan Braun walks.,R,R,R,MIL,CHC,S,,,3,0,2015,-0.79,0.73,0.01,1.76,,,,2,1,Bot,,,,,424325,,150730_192611,9.929,-135.971,-7.782,-11.775,27.459,-21.851,3.48,1.58,,,,93.7,2194,6.4,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,6,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.023
SI,7/30/15,95.7,-2.71,6.16,"Arrieta, Jake",460075,453562,,ball,,,,,14,Ryan Braun walks.,R,R,R,MIL,CHC,B,,,2,0,2015,-0.8,0.64,0.5,1.21,,,,2,1,Bot,,,,,424325,,150730_192554,11.09,-138.542,-9.527,-12.575,28.738,-22.216,3.66,1.69,,,,95.6,2277,6.4,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,6,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.037
SI,7/30/15,95,-2.72,6.52,"Arrieta, Jake",460075,453562,,ball,,,,,11,Ryan Braun walks.,R,R,R,MIL,CHC,B,,,1,0,2015,-0.62,0.78,-1.69,4.25,,,,2,1,Bot,,,,,424325,,150730_192531,4.406,-138.237,-2.226,-8.757,26.984,-21.944,3.66,1.69,,,,95.4,2252,6.3,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.025
SI,7/30/15,96.3,-2.65,6.43,"Arrieta, Jake",460075,453562,,ball,,,,,3,Ryan Braun walks.,R,R,R,MIL,CHC,B,,,0,0,2015,-0.91,0.84,0.41,3.51,,,,2,1,Bot,,,,,424325,,150730_192513,11.019,-139.65,-4.377,-14.093,29.055,-20.522,3.4,1.58,,,,96.6,2366,6.5,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.014
FF,7/30/15,96.1,-2.72,6.3,"Arrieta, Jake",518960,453562,field_out,hit_into_play,,,,,4,"Jonathan Lucroy grounds out, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,R,R,MIL,CHC,X,1,ground_ball,1,1,2015,-0.7,1.13,-0.79,2.61,,,,1,1,Bot,128.41,180.5,,,424325,,150730_192430,7.26,-139.537,-7.246,-10.612,30.056,-16.211,3.57,1.57,6,75.5,-25,97.2,2339,7,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.06,0.065,0,1,0,0,2,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,-0.016,-0.147
SI,7/30/15,95.7,-2.68,6.28,"Arrieta, Jake",518960,453562,,called_strike,,,,,8,"Jonathan Lucroy grounds out, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,R,R,MIL,CHC,S,,,1,0,2015,-0.95,0.82,0.27,2.14,,,,1,1,Bot,,,,,424325,,150730_192407,10.733,-138.78,-7.654,-14.511,31.466,-20.169,3.57,1.57,,,,94.9,2321,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,5,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.031
SI,7/30/15,96.4,-2.85,6.16,"Arrieta, Jake",518960,453562,,ball,,,,,14,"Jonathan Lucroy grounds out, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,R,R,MIL,CHC,B,,,0,0,2015,-1.09,1,0.07,1.4,,,,1,1,Bot,,,,,424325,,150730_192348,11.048,-139.609,-10.005,-16.519,30.502,-17.303,3.57,1.57,,,,95.7,2332,6.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,5,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.024
FF,7/30/15,95.8,-2.78,6.29,"Arrieta, Jake",467827,453562,field_out,hit_into_play,,,,,4,Gerardo Parra flies out to left fielder Kyle Schwarber.,R,L,R,MIL,CHC,X,7,fly_ball,1,2,2015,-0.78,1.16,-0.4,2.56,,,,0,1,Bot,52.7,81.16,,,424325,,150730_192305,8.719,-138.987,-7.371,-11.924,29.274,-15.866,3.3,1.51,333,96.1,31,97.2,2410,7.2,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,0.247,0.431,0,1,0,0,5,4,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,-0.021,-0.165
SL,7/30/15,91.4,-2.84,6.28,"Arrieta, Jake",467827,453562,,ball,,,,,14,Gerardo Parra flies out to left fielder Kyle Schwarber.,R,L,R,MIL,CHC,B,,,0,2,2015,0.49,0.5,1.45,1.4,,,,0,1,Bot,,,,,424325,,150730_192247,10.55,-132.437,-8.058,3.78,24.529,-25.023,3.39,1.62,,,,91.4,1310,6.3,415171,453562,424325,519203,608365,458085,516770,656941,451594,624585,50,,,,,,,,4,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.018
